dyear,daily_fare,daily_miles,var,group,year
2021-11-14,361396.7258,75010.47999999937,paytype,Cash,2021
2021-11-15,1490925.9057000002,298409.0199999987,paytype,Credit,2021
2021-11-15,373283.3301999999,73269.81000000013,paytype,Cash,2021
2021-11-16,1543557.6507999997,290822.16999999963,paytype,Credit,2021
2021-11-16,390241.54069999995,71886.96000000021,paytype,Cash,2021
2021-11-17,1625142.8929999985,304532.1800000008,paytype,Credit,2021
2021-11-17,386692.4655,71844.4300000002,paytype,Cash,2021
2021-11-18,1724648.7796999998,324343.0800000033,paytype,Credit,2021
2021-11-18,420040.12600000005,78468.39999999998,paytype,Cash,2021
2021-11-19,1733786.493999999,328266.5400000019,paytype,Credit,2021
2021-11-19,429147.312,80828.33999999995,paytype,Cash,2021
2021-11-20,1634004.4731999987,313167.67000000045,paytype,Credit,2021
2021-11-20,412302.8899,79198.01000000046,paytype,Cash,2021
2021-11-21,1381390.3289999997,287584.3000000021,paytype,Credit,2021
2021-11-21,355616.94299999997,73947.94999999991,paytype,Cash,2021
2021-11-22,1385947.2131999999,271507.970000001,paytype,Credit,2021
2021-11-22,395981.7323,77789.68000000028,paytype,Cash,2021
2021-11-23,1524455.1388000005,279080.96999999636,paytype,Credit,2021
2021-11-23,432027.40239999996,80037.94000000024,paytype,Cash,2021
2021-11-24,1333679.5087000001,248395.3599999975,paytype,Credit,2021
2021-11-24,409215.7322000001,77379.27999999956,paytype,Cash,2021
2021-11-25,789814.3594000007,167573.9700000008,paytype,Credit,2021
2021-11-25,318329.6071999999,68116.0799999999,paytype,Cash,2021
2021-11-26,1026630.9856000005,211043.5600000006,paytype,Credit,2021
2021-11-26,364278.6917,72427.21000000034,paytype,Cash,2021
2021-11-27,1310151.3370000003,273143.85000000196,paytype,Credit,2021
2021-11-27,400677.4519,80332.83000000054,paytype,Cash,2021
2021-11-28,1320092.3339999998,282203.56999999593,paytype,Credit,2021
2021-11-28,336057.898,70495.25999999944,paytype,Cash,2021
2021-11-29,1411291.3891999992,290957.3300000017,paytype,Credit,2021
2021-11-29,381799.9999,76372.15999999967,paytype,Cash,2021
2021-11-30,1541220.499499999,296619.9499999975,paytype,Credit,2021
2021-11-30,416326.50289999996,80773.79999999935,paytype,Cash,2021
2021-12-01,1569658.8391000004,296341.9200000007,paytype,Credit,2021
2021-12-01,417548.2278,79861.94999999981,paytype,Cash,2021
2021-12-02,1695497.907399999,318081.83999999927,paytype,Credit,2021
2021-12-02,440721.5911999999,82671.5699999999,paytype,Cash,2021
2021-12-03,1735329.3770999983,328211.0700000012,paytype,Credit,2021
2021-12-03,458731.3643,86231.94000000012,paytype,Cash,2021
2021-12-04,1644787.9206000003,310580.2099999975,paytype,Credit,2021
2021-12-04,446178.86059999996,83713.60999999964,paytype,Cash,2021
2021-12-05,1513488.3763999993,316361.3100000022,paytype,Credit,2021
2021-12-05,392085.3508,87904.41999999988,paytype,Cash,2021
2021-12-06,1455128.3098,290608.0499999993,paytype,Credit,2021
2021-12-06,400408.3237,78696.92999999961,paytype,Cash,2021
2021-12-07,1603691.5894999993,304200.37000000133,paytype,Credit,2021
2021-12-07,424604.9357,80183.51000000005,paytype,Cash,2021
2021-12-08,1722649.0973999985,319464.81999999966,paytype,Credit,2021
2021-12-08,416787.16200000007,76369.29000000015,paytype,Cash,2021
2021-12-09,1817132.1530999988,335628.169999999,paytype,Credit,2021
2021-12-09,438153.49930000014,79919.72999999984,paytype,Cash,2021
2021-12-10,1797578.3594999989,338238.1999999998,paytype,Credit,2021
2021-12-10,444138.24399999995,81769.90999999974,paytype,Cash,2021
2021-12-11,1666081.488499999,311035.19000000204,paytype,Credit,2021
2021-12-11,409941.03040000005,75869.82999999958,paytype,Cash,2021
2021-12-12,1514260.114400001,309973.97000000003,paytype,Credit,2021
2021-12-12,380613.9458,77224.06000000004,paytype,Cash,2021
2021-12-13,1442768.9099999992,288088.04999999795,paytype,Credit,2021
2021-12-13,385700.32599999994,76283.00999999969,paytype,Cash,2021
2021-12-14,1521022.1509999998,286796.7099999986,paytype,Credit,2021
2021-12-14,387676.76420000003,72856.18999999946,paytype,Cash,2021
2021-12-15,1585420.4200999988,298874.1899999984,paytype,Credit,2021
2021-12-15,407041.4469,76278.04000000028,paytype,Cash,2021
2021-12-16,1646925.6034,314810.4900000034,paytype,Credit,2021
2021-12-16,425337.7359,80425.29000000037,paytype,Cash,2021
2021-12-17,1591848.9323,311317.109999999,paytype,Credit,2021
2021-12-17,436094.87789999996,84250.95000000035,paytype,Cash,2021
2021-12-18,1320789.4392000006,259619.3599999992,paytype,Credit,2021
2021-12-18,392769.47270000004,76287.05999999943,paytype,Cash,2021
2021-12-19,1166231.4928000001,240291.65999999963,paytype,Credit,2021
2021-12-19,359946.84330000007,74421.41000000024,paytype,Cash,2021
2021-12-20,1124994.1725000008,224469.73999999824,paytype,Credit,2021
2021-12-20,376059.2638,76782.14000000006,paytype,Cash,2021
2021-12-21,1078812.5743999998,213693.93000000238,paytype,Credit,2021
2021-12-21,366471.1148999999,74142.30999999995,paytype,Cash,2021
2021-12-22,1060272.4946000003,207511.1300000014,paytype,Credit,2021
2021-12-22,366732.729,73351.49999999991,paytype,Cash,2021
2021-12-23,1001936.3981000001,198552.79000000042,paytype,Credit,2021
2021-12-23,373005.97400000005,74778.59999999999,paytype,Cash,2021
2021-12-24,721343.0851000008,147754.1000000014,paytype,Credit,2021
2021-12-24,318354.7025999999,64726.21999999973,paytype,Cash,2021
2021-12-25,473910.4271000007,103008.1399999997,paytype,Credit,2021
2021-12-25,227400.6845,48656.429999999906,paytype,Cash,2021
2021-12-26,715094.391000001,154392.25000000023,paytype,Credit,2021
2021-12-26,287373.8142,60880.27000000008,paytype,Cash,2021
2021-12-27,864860.0961000007,190226.79999999944,paytype,Credit,2021
2021-12-27,331821.50649999996,70075.21000000008,paytype,Cash,2021
2021-12-28,923667.3545000014,196847.14999999962,paytype,Credit,2021
2021-12-28,351663.32849999995,73102.18000000015,paytype,Cash,2021
2021-12-29,923682.3222000008,195814.95999999958,paytype,Credit,2021
2021-12-29,339644.943,70436.11000000019,paytype,Cash,2021
2021-12-30,975514.5719000013,207268.0600000011,paytype,Credit,2021
2021-12-30,344888.30860000005,71699.92999999967,paytype,Cash,2021
2021-12-31,832866.2804000003,177810.6200000007,paytype,Credit,2021
2021-12-31,304793.21619999997,63417.11999999987,paytype,Cash,2021
2022-01-01,740714.2881000006,171516.36999999924,paytype,Credit,2022
2022-01-01,257616.11179999998,59810.99999999999,paytype,Cash,2022
2022-01-02,794856.2493000003,193287.68000000046,paytype,Credit,2022
2022-01-02,236755.1818,55811.70000000008,paytype,Cash,2022
2022-01-03,866844.5604000005,204325.43999999954,paytype,Credit,2022
2022-01-03,272701.35189999995,64043.17999999982,paytype,Cash,2022
2022-01-04,832416.6131000019,188293.22999999815,paytype,Credit,2022
2022-01-04,267110.3831,61799.83000000001,paytype,Cash,2022
2022-01-05,808546.719100002,179989.2600000005,paytype,Credit,2022
2022-01-05,258683.57759999993,59484.63000000003,paytype,Cash,2022
2022-01-06,838300.7152000015,180773.45999999996,paytype,Credit,2022
2022-01-06,253216.07259999998,56805.56999999995,paytype,Cash,2022
2022-01-07,728167.1749000003,159518.1599999998,paytype,Credit,2022
2022-01-07,208831.27719999998,47679.54999999989,paytype,Cash,2022
2022-01-08,913426.5278000004,202601.28000000032,paytype,Credit,2022
2022-01-08,225741.41079999995,50637.97999999996,paytype,Cash,2022
2022-01-09,775663.4140000015,183118.5000000003,paytype,Credit,2022
2022-01-09,188256.24849999996,44490.60999999983,paytype,Cash,2022
2022-01-10,787661.8444000018,169445.88000000053,paytype,Credit,2022
2022-01-10,230023.24069999997,51132.649999999856,paytype,Cash,2022
2022-01-11,786775.4611000014,163755.4100000009,paytype,Credit,2022
2022-01-11,219939.71959999995,47921.54999999975,paytype,Cash,2022
2022-01-12,836577.8042000012,173355.1000000009,paytype,Credit,2022
2022-01-12,222180.64519999988,47603.56999999992,paytype,Cash,2022
2022-01-13,906768.6582000008,189970.73000000065,paytype,Credit,2022
2022-01-13,239523.86259999996,50917.82000000002,paytype,Cash,2022
2022-01-14,1019586.976800001,215730.31999999913,paytype,Credit,2022
2022-01-14,261186.42589999997,55874.17000000018,paytype,Cash,2022
2022-01-15,942972.7621,203854.88000000102,paytype,Credit,2022
2022-01-15,226893.7509,49980.45000000016,paytype,Cash,2022
2022-01-16,811403.958000001,183952.12999999995,paytype,Credit,2022
2022-01-16,202254.45119999998,47496.030000000166,paytype,Cash,2022
2022-01-17,784716.4881000014,185789.64999999956,paytype,Credit,2022
2022-01-17,183255.8629,42959.60999999987,paytype,Cash,2022
2022-01-18,929681.4422000012,196456.29000000274,paytype,Credit,2022
2022-01-18,242437.55630000003,51808.01000000021,paytype,Cash,2022
2022-01-19,903736.6082999993,184000.21000000008,paytype,Credit,2022
2022-01-19,245081.20259999996,51112.71999999995,paytype,Cash,2022
2022-01-20,954326.109400001,195507.21999999956,paytype,Credit,2022
2022-01-20,231744.6601,49094.640000000065,paytype,Cash,2022
2022-01-21,1061957.242099999,213194.5699999981,paytype,Credit,2022
2022-01-21,248746.6514,51104.219999999936,paytype,Cash,2022
2022-01-22,1020490.9429000001,212689.78000000142,paytype,Credit,2022
2022-01-22,232832.69189999998,49627.59999999994,paytype,Cash,2022
2022-01-23,909917.9908000008,206957.57999999908,paytype,Credit,2022
2022-01-23,202914.24689999994,46390.04999999989,paytype,Cash,2022
2022-01-24,848562.1322000022,180163.2999999973,paytype,Credit,2022
2022-01-24,225692.84339999998,48710.48000000017,paytype,Cash,2022
2022-01-25,914694.5799000013,186084.43000000188,paytype,Credit,2022
2022-01-25,232235.59989999994,48132.820000000145,paytype,Cash,2022
2022-01-26,1011244.8309000005,199310.13999999943,paytype,Credit,2022
2022-01-26,246014.7634,50143.98000000013,paytype,Cash,2022
2022-01-27,1111829.215799999,216297.46999999913,paytype,Credit,2022
2022-01-27,264871.19769999996,52501.14999999997,paytype,Cash,2022
2022-01-28,1080912.5513999965,208369.190000001,paytype,Credit,2022
2022-01-28,265661.7118,52659.44999999984,paytype,Cash,2022
2022-01-29,297228.6685999999,57854.58000000002,paytype,Credit,2022
2022-01-29,63540.668399999995,12716.680000000002,paytype,Cash,2022
2022-01-30,828771.1991999996,187219.14000000045,paytype,Credit,2022
2022-01-30,190894.80979999993,43953.70000000007,paytype,Cash,2022
2022-01-31,1003597.182999998,211858.2899999997,paytype,Credit,2022
2022-01-31,256012.21239999996,55565.810000000354,paytype,Cash,2022
2022-02-01,1055058.6598999975,208702.4399999976,paytype,Credit,2022
2022-02-01,261869.52219999995,53530.76999999991,paytype,Cash,2022
2022-02-02,1075585.9460999977,201440.03000000239,paytype,Credit,2022
2022-02-02,260301.31949999993,50003.71999999985,paytype,Cash,2022
2022-02-03,1160227.070599997,222758.61999999933,paytype,Credit,2022
2022-02-03,273084.56879999995,53875.87000000003,paytype,Cash,2022
2022-02-04,1152169.763799997,231628.32000000012,paytype,Credit,2022
2022-02-04,256073.4697,52969.42000000021,paytype,Cash,2022
2022-02-05,1235907.6227999963,252814.56999999855,paytype,Credit,2022
2022-02-05,272553.1976,57760.949999999655,paytype,Cash,2022
2022-02-06,1049522.2700999985,236961.38999999763,paytype,Credit,2022
2022-02-06,226532.4334,51159.150000000045,paytype,Cash,2022
2022-02-07,1024796.6835999971,212324.8099999974,paytype,Credit,2022
2022-02-07,251398.36589999998,52567.85000000029,paytype,Cash,2022
2022-02-08,1120028.8234999978,222492.12000000192,paytype,Credit,2022
2022-02-08,266375.465,53565.71000000009,paytype,Cash,2022
2022-02-09,1159901.9695999967,230048.5100000011,paytype,Credit,2022
2022-02-09,267752.51689999993,53224.78999999968,paytype,Cash,2022
2022-02-10,1278999.0201999974,258331.72999999966,paytype,Credit,2022
2022-02-10,293573.3446,60246.560000000034,paytype,Cash,2022
2022-02-11,1370907.762299996,276616.9999999988,paytype,Credit,2022
2022-02-11,312452.9778,63565.4399999996,paytype,Cash,2022
2022-02-12,1349622.890199997,270126.67999999976,paytype,Credit,2022
2022-02-12,308953.3225999999,63266.800000000134,paytype,Cash,2022
2022-02-13,1074644.3057999986,242149.41999999998,paytype,Credit,2022
2022-02-13,236923.60829999993,54258.309999999896,paytype,Cash,2022
2022-02-14,1216613.7880999947,253385.84999999855,paytype,Credit,2022
2022-02-14,297678.6572,62165.29000000022,paytype,Cash,2022
2022-02-15,1219297.0747999952,246939.78000000113,paytype,Credit,2022
2022-02-15,299934.28409999993,62534.200000000026,paytype,Cash,2022
2022-02-16,1225683.6539999966,249238.37999999928,paytype,Credit,2022
2022-02-16,286114.9152,59021.820000000305,paytype,Cash,2022
2022-02-17,1299439.7144999963,267051.12000000133,paytype,Credit,2022
2022-02-17,295736.75219999993,60780.4599999996,paytype,Cash,2022
2022-02-18,1392187.312099997,285381.2499999971,paytype,Credit,2022
2022-02-18,316495.5076,64986.26000000014,paytype,Cash,2022
2022-02-19,1262587.8380999982,264937.9399999986,paytype,Credit,2022
2022-02-19,317704.5963,68450.08999999998,paytype,Cash,2022
2022-02-20,1123227.6048999995,250916.22999999937,paytype,Credit,2022
2022-02-20,282366.16279999993,62819.11999999981,paytype,Cash,2022
2022-02-21,1106357.2246999992,261444.31999999913,paytype,Credit,2022
2022-02-21,262812.3716,59466.92000000023,paytype,Cash,2022
2022-02-22,1185692.1403999962,252703.19999999987,paytype,Credit,2022
2022-02-22,294849.8943,61801.00999999992,paytype,Cash,2022
2022-02-23,1298582.2704999961,268888.24999999837,paytype,Credit,2022
2022-02-23,319480.24439999997,65834.98999999958,paytype,Cash,2022
2022-02-24,1391060.1144999943,282983.72999999765,paytype,Credit,2022
2022-02-24,341510.70179999986,71576.37999999977,paytype,Cash,2022
2022-02-25,1343321.1287999973,282480.14000000124,paytype,Credit,2022
2022-02-25,321831.54839999997,68563.95999999958,paytype,Cash,2022
2022-02-26,1407258.8452999967,295694.3100000002,paytype,Credit,2022
2022-02-26,329490.7787999999,70549.84000000014,paytype,Cash,2022
2022-02-27,1270469.8366999966,288923.4099999984,paytype,Credit,2022
2022-02-27,289468.66479999997,65963.86999999988,paytype,Cash,2022
2022-02-28,1234306.7178999975,266580.0000000018,paytype,Credit,2022
2022-02-28,311578.2447999999,66648.69999999975,paytype,Cash,2022
2022-03-01,1350459.5760999932,279532.85999999865,paytype,Credit,2022
2022-03-01,326473.8709,68505.7500000001,paytype,Cash,2022
2022-03-02,1405276.429799995,289880.46000000095,paytype,Credit,2022
2022-03-02,335314.6744999999,70481.64000000017,paytype,Cash,2022
2022-03-03,1518136.5809999949,310786.8700000035,paytype,Credit,2022
2022-03-03,351179.1174,72359.80999999974,paytype,Cash,2022
2022-03-04,1512389.3105999944,306829.4999999965,paytype,Credit,2022
2022-03-04,348057.65059999994,70143.12999999979,paytype,Cash,2022
2022-03-05,1372235.003799997,286002.4399999985,paytype,Credit,2022
2022-03-05,324033.9862,68365.76999999971,paytype,Cash,2022
2022-03-06,1247657.001199997,290252.97000000026,paytype,Credit,2022
2022-03-06,269950.69459999993,61295.72000000006,paytype,Cash,2022
2022-03-07,1215901.9897999954,266350.42,paytype,Credit,2022
2022-03-07,293660.6597000001,63926.53000000019,paytype,Cash,2022
2022-03-08,1394440.170499993,286796.76000000135,paytype,Credit,2022
2022-03-08,319491.6121999999,65805.83999999975,paytype,Cash,2022
2022-03-09,1435105.4013999968,283868.9199999998,paytype,Credit,2022
2022-03-09,315144.8864,62167.6900000002,paytype,Cash,2022
2022-03-10,1566962.705799996,316950.9499999982,paytype,Credit,2022
2022-03-10,343907.6578,69285.79999999987,paytype,Cash,2022
2022-03-11,1588766.8241999936,330360.31999999704,paytype,Credit,2022
2022-03-11,351288.5353,72284.12000000045,paytype,Cash,2022
2022-03-12,1338204.8955999978,285166.88000000076,paytype,Credit,2022
2022-03-12,307789.52429999993,66477.34999999998,paytype,Cash,2022
2022-03-13,1262273.0652999978,288270.7100000007,paytype,Credit,2022
2022-03-13,293702.87649999995,65981.34,paytype,Cash,2022
2022-03-14,1226694.992699995,272579.36,paytype,Credit,2022
2022-03-14,323531.7464,71080.53999999986,paytype,Cash,2022
2022-03-15,1357728.4366999832,285981.73000000144,paytype,Credit,2022
2022-03-15,341450.0095,72101.55999999978,paytype,Cash,2022
2022-03-16,1446355.4892999916,298585.4300000008,paytype,Credit,2022
2022-03-16,367377.4752999999,75221.27999999975,paytype,Cash,2022
2022-03-17,1460037.235499996,300932.4799999962,paytype,Credit,2022
2022-03-17,350737.85239999986,72036.43000000025,paytype,Cash,2022
2022-03-18,1608459.9443999948,338589.8299999952,paytype,Credit,2022
2022-03-18,396872.8935000001,82997.20000000046,paytype,Cash,2022
2022-03-19,1445247.1626999967,309868.44999999524,paytype,Credit,2022
2022-03-19,345832.07039999997,74079.44000000063,paytype,Cash,2022
2022-03-20,1385901.3480999963,319100.34000000084,paytype,Credit,2022
2022-03-20,315754.00159999996,70507.1099999997,paytype,Cash,2022
2022-03-21,1282366.8947999938,287428.150000003,paytype,Credit,2022
2022-03-21,324630.24199999997,71269.41000000043,paytype,Cash,2022
2022-03-22,1361304.0391999937,288391.32000000204,paytype,Credit,2022
2022-03-22,337732.81799999997,72311.42000000013,paytype,Cash,2022
2022-03-23,1445248.4282999919,302790.33999999915,paytype,Credit,2022
2022-03-23,347956.58339999994,73409.85999999972,paytype,Cash,2022
2022-03-24,1495050.375899994,373319.2499999997,paytype,Credit,2022
2022-03-24,349524.7295999999,73832.17000000051,paytype,Cash,2022
2022-03-25,1528874.8918999946,323815.1100000004,paytype,Credit,2022
2022-03-25,378555.57089999993,80369.02000000002,paytype,Cash,2022
2022-03-26,1490938.803099996,317735.4400000001,paytype,Credit,2022
2022-03-26,352107.661,76270.0500000002,paytype,Cash,2022
2022-03-27,1394181.6716999956,322056.49,paytype,Credit,2022
2022-03-27,316463.77719999995,71813.29000000005,paytype,Cash,2022
2022-03-28,1369344.960999995,299128.3100000014,paytype,Credit,2022
2022-03-28,331110.0462,71496.33,paytype,Cash,2022
2022-03-29,1474646.383999991,303996.35000000056,paytype,Credit,2022
2022-03-29,350847.598,73339.24,paytype,Cash,2022
2022-03-30,1520657.0459999915,311704.41000000125,paytype,Credit,2022
2022-03-30,348713.17489999987,72352.78999999995,paytype,Cash,2022
2022-03-31,1599921.7547999918,330672.9500000057,paytype,Credit,2022
2022-03-31,371342.6905,77553.82999999983,paytype,Cash,2022
2022-04-01,1670019.372499993,347654.3200000002,paytype,Credit,2022
2022-04-01,388978.3745,81012.7699999999,paytype,Cash,2022
2022-04-02,1511714.1129999969,316684.6900000029,paytype,Credit,2022
2022-04-02,370900.7474999999,79285.77999999956,paytype,Cash,2022
2022-04-03,1358456.7555999956,311622.5499999997,paytype,Credit,2022
2022-04-03,319990.2925,72747.65000000013,paytype,Cash,2022
2022-04-04,1355074.337899994,296249.70000000036,paytype,Credit,2022
2022-04-04,348941.1185,76258.87999999996,paytype,Cash,2022
2022-04-05,1478994.5335999893,306676.0999999959,paytype,Credit,2022
2022-04-05,358488.3303,75707.85999999965,paytype,Cash,2022
2022-04-06,1528240.159599993,313467.7300000049,paytype,Credit,2022
2022-04-06,356216.48790000007,74331.99999999991,paytype,Cash,2022
2022-04-07,1557606.2153999947,309322.61000000284,paytype,Credit,2022
2022-04-07,372983.0888999999,75665.73999999987,paytype,Cash,2022
2022-04-08,1645303.3909999942,343616.9700000008,paytype,Credit,2022
2022-04-08,407638.05319999997,85782.69999999965,paytype,Cash,2022
2022-04-09,1534035.0820999963,319317.12999999814,paytype,Credit,2022
2022-04-09,388688.925,83372.71000000015,paytype,Cash,2022
2022-04-10,1414507.433699998,319914.9599999993,paytype,Credit,2022
2022-04-10,345658.7736,78034.03000000023,paytype,Cash,2022
2022-04-11,1347113.8946999952,292080.99999999924,paytype,Credit,2022
2022-04-11,370583.24009999994,79959.83999999978,paytype,Cash,2022
2022-04-12,1593162.467699992,323814.57999999815,paytype,Credit,2022
2022-04-12,391211.1979999999,81863.68000000031,paytype,Cash,2022
2022-04-13,1551835.4635999931,314663.8999999987,paytype,Credit,2022
2022-04-13,391564.7184999999,80632.74999999967,paytype,Cash,2022
2022-04-14,1605180.232399992,327103.61000000185,paytype,Credit,2022
2022-04-14,404320.70089999994,83601.00000000013,paytype,Cash,2022
2022-04-15,1467920.1154999952,317625.6099999984,paytype,Credit,2022
2022-04-15,407364.096,87586.86000000002,paytype,Cash,2022
2022-04-16,1292312.0134999976,276205.8000000017,paytype,Credit,2022
2022-04-16,382571.98639999994,82084.81000000006,paytype,Cash,2022
2022-04-17,1199938.0164999978,278807.8700000035,paytype,Credit,2022
2022-04-17,340371.17589999986,78398.67999999986,paytype,Cash,2022
2022-04-18,1286274.525199996,285140.5699999962,paytype,Credit,2022
2022-04-18,349739.46349999995,85569.19999999963,paytype,Cash,2022
2022-04-19,1445682.6646999943,305124.72999999893,paytype,Credit,2022
2022-04-19,375656.7818999999,79909.30999999962,paytype,Cash,2022
2022-04-20,1506559.8439999914,309854.78000000166,paytype,Credit,2022
2022-04-20,391510.9305,81511.84999999961,paytype,Cash,2022
2022-04-21,1573110.8662999936,330678.1200000001,paytype,Credit,2022
2022-04-21,401756.06419999996,84258.86000000016,paytype,Cash,2022
2022-04-22,1572547.0527999927,335768.3499999978,paytype,Credit,2022
2022-04-22,407301.62959999987,84511.46999999987,paytype,Cash,2022
2022-04-23,1543624.8609999963,325440.8499999984,paytype,Credit,2022
2022-04-23,387328.6535999999,82087.66999999949,paytype,Cash,2022
2022-04-24,1410894.416899996,323905.7500000025,paytype,Credit,2022
2022-04-24,341072.2165999999,77760.68999999986,paytype,Cash,2022
2022-04-25,1356900.542199994,301054.56000000186,paytype,Credit,2022
2022-04-25,349526.0064999999,77784.01999999932,paytype,Cash,2022
2022-04-26,1497648.347599993,315068.66000000044,paytype,Credit,2022
2022-04-26,361530.84400000004,78355.26000000011,paytype,Cash,2022
2022-04-27,1605693.7608999913,328385.680000002,paytype,Credit,2022
2022-04-27,376869.7917,78749.1200000001,paytype,Cash,2022
2022-04-28,1656715.9389999923,339353.8100000011,paytype,Credit,2022
2022-04-28,398558.78569999995,83630.96000000062,paytype,Cash,2022
2022-04-29,1619157.0780999924,336197.6599999997,paytype,Credit,2022
2022-04-29,394305.7256,82558.80000000058,paytype,Cash,2022
2022-04-30,1545552.9799999963,325007.1999999999,paytype,Credit,2022
2022-04-30,394400.14839999995,84288.60999999978,paytype,Cash,2022
2022-05-01,1371152.1586999977,312805.7200000014,paytype,Credit,2022
2022-05-01,335145.8751,77580.46000000024,paytype,Cash,2022
2022-05-02,1206825.3890999954,268946.0899999978,paytype,Credit,2022
2022-05-02,314172.96209999995,70627.02000000002,paytype,Cash,2022
2022-05-03,1499711.1512999935,314157.05999999907,paytype,Credit,2022
2022-05-03,366885.2359999999,78047.19000000008,paytype,Cash,2022
2022-05-04,1555507.5680999935,323806.5999999976,paytype,Credit,2022
2022-05-04,357893.38529999997,74928.37000000023,paytype,Cash,2022
2022-05-05,1673467.3075999925,370587.2199999988,paytype,Credit,2022
2022-05-05,399532.6310000001,82356.32000000004,paytype,Cash,2022
2022-05-06,1588139.7871999945,323828.0799999978,paytype,Credit,2022
2022-05-06,378213.25999999995,78031.69999999958,paytype,Cash,2022
2022-05-07,1356848.8785999971,284386.4599999956,paytype,Credit,2022
2022-05-07,345004.7409,72703.51999999967,paytype,Cash,2022
2022-05-08,1352484.230999998,309278.3999999987,paytype,Credit,2022
2022-05-08,326579.52589999995,74623.32000000024,paytype,Cash,2022
2022-05-09,1391398.1652999946,303405.7000000016,paytype,Credit,2022
2022-05-09,349067.89319999993,75795.71000000025,paytype,Cash,2022
2022-05-10,1523717.8204999934,311876.42000000377,paytype,Credit,2022
2022-05-10,366710.40239999996,76141.93999999983,paytype,Cash,2022
2022-05-11,1602913.0907999931,326587.53999999625,paytype,Credit,2022
2022-05-11,380425.34799999994,77684.11000000026,paytype,Cash,2022
2022-05-12,1708114.113299992,354298.2200000013,paytype,Credit,2022
2022-05-12,402814.3544,83649.39000000052,paytype,Cash,2022
2022-05-13,1695554.5587999928,351858.58999999816,paytype,Credit,2022
2022-05-13,394466.9879,81862.1800000001,paytype,Cash,2022
2022-05-14,1579712.4279999956,326654.05000000464,paytype,Credit,2022
2022-05-14,384535.88119999995,80528.84,paytype,Cash,2022
2022-05-15,1476322.6711999958,334259.60000000516,paytype,Credit,2022
2022-05-15,352950.1212,93018.36999999976,paytype,Cash,2022
2022-05-16,1499871.4643999937,325438.11999999906,paytype,Credit,2022
2022-05-16,367150.93289999996,78813.6200000003,paytype,Cash,2022
2022-05-17,1708475.227399989,341971.31999999785,paytype,Credit,2022
2022-05-17,401315.04779999994,80409.98000000001,paytype,Cash,2022
2022-05-18,1715555.5022999912,344844.86000000354,paytype,Credit,2022
2022-05-18,407868.3471999999,82328.34999999947,paytype,Cash,2022
2022-05-19,1775019.2097999938,355253.7900000001,paytype,Credit,2022
2022-05-19,406397.8781999999,81576.41000000044,paytype,Cash,2022
2022-05-20,1672760.4021999934,344336.05999999924,paytype,Credit,2022
2022-05-20,402453.8165999999,83191.28000000064,paytype,Cash,2022
2022-05-21,1627808.1207999957,341368.5099999971,paytype,Credit,2022
2022-05-21,406517.0819,87236.4099999995,paytype,Cash,2022
2022-05-22,1432573.2634999976,328093.119999998,paytype,Credit,2022
2022-05-22,351304.93160000007,78942.4099999998,paytype,Cash,2022
2022-05-23,1492041.0954999933,325763.7000000045,paytype,Credit,2022
2022-05-23,371049.16169999994,80083.2399999996,paytype,Cash,2022
2022-05-24,1576939.6113999926,320368.24999999866,paytype,Credit,2022
2022-05-24,378451.45269999997,78199.38999999997,paytype,Cash,2022
2022-05-25,1623202.9639999936,327293.4600000019,paytype,Credit,2022
2022-05-25,382614.9829,78810.81999999967,paytype,Cash,2022
2022-05-26,1611745.950499994,333367.5599999989,paytype,Credit,2022
2022-05-26,384202.7911,80279.82999999973,paytype,Cash,2022
2022-05-27,1414171.5524999944,300286.2800000016,paytype,Credit,2022
2022-05-27,380360.05659999995,80344.9800000006,paytype,Cash,2022
2022-05-28,1204217.9366999976,263457.79000000056,paytype,Credit,2022
2022-05-28,367075.6636000001,81102.7400000002,paytype,Cash,2022
2022-05-29,1172867.7251999977,268126.10000000097,paytype,Credit,2022
2022-05-29,360377.71290000004,86068.18000000037,paytype,Cash,2022
2022-05-30,1161945.1564999972,280927.8699999982,paytype,Credit,2022
2022-05-30,296305.18740000005,70659.31999999983,paytype,Cash,2022
2022-05-31,1436752.4780999948,304626.55999999907,paytype,Credit,2022
2022-05-31,389262.12880000006,81723.3300000002,paytype,Cash,2022
2022-06-01,1528328.2543999937,299070.80999999965,paytype,Credit,2022
2022-06-01,394856.97349999996,78500.83999999956,paytype,Cash,2022
2022-06-02,1612693.4328999936,324246.9999999962,paytype,Credit,2022
2022-06-02,400503.73039999994,82693.58999999991,paytype,Cash,2022
2022-06-03,1571133.9877999944,323711.6199999985,paytype,Credit,2022
2022-06-03,435046.96030000004,87462.68999999993,paytype,Cash,2022
2022-06-04,1485244.620099997,312562.2100000018,paytype,Credit,2022
2022-06-04,403272.41119999986,84438.61999999944,paytype,Cash,2022
2022-06-05,1423967.8501999974,321208.4900000025,paytype,Credit,2022
2022-06-05,357118.38609999995,78293.30000000032,paytype,Cash,2022
2022-06-06,1437371.458199993,316305.86999999866,paytype,Credit,2022
2022-06-06,396147.97589999996,82272.42000000019,paytype,Cash,2022
2022-06-07,1603995.4951999956,326872.3900000015,paytype,Credit,2022
2022-06-07,402402.5598,79205.92000000013,paytype,Cash,2022
2022-06-08,1665599.6486999926,332953.19000000093,paytype,Credit,2022
