dyear,daily_fare,daily_miles,var,group,year
2019-06-05,395740.8,101554.7100000002,ratecode,JFK,2019
2019-06-05,49983.57,9801.519999999999,ratecode,EWR,2019
2019-06-05,17497.494,3698.3300000000013,ratecode,Suburb,2019
2019-06-06,3966647.2398,651974.2500000201,ratecode,City,2019
2019-06-06,459838.4112,116718.7199999997,ratecode,JFK,2019
2019-06-06,60653.88,11728.12000000001,ratecode,EWR,2019
2019-06-06,21441.420000000002,4403.29,ratecode,Suburb,2019
2019-06-07,3718571.2830000003,618621.3199999848,ratecode,City,2019
2019-06-07,432694.08,110140.94000000013,ratecode,JFK,2019
2019-06-07,50943.69,9534.450000000003,ratecode,EWR,2019
2019-06-07,19490.31,3965.66,ratecode,Suburb,2019
2019-06-08,3197282.2182000005,567455.1299999988,ratecode,City,2019
2019-06-08,366582.3588,94557.22999999965,ratecode,JFK,2019
2019-06-08,35714.1834,7329.200000000002,ratecode,EWR,2019
2019-06-08,15143.31,3164.1900000000005,ratecode,Suburb,2019
2019-06-09,2699556.048,520177.35000000073,ratecode,City,2019
2019-06-09,489438.55799999996,126301.38000000046,ratecode,JFK,2019
2019-06-09,48431.25,10036.370000000003,ratecode,EWR,2019
2019-06-09,16981.65,3480.6899999999996,ratecode,Suburb,2019
2019-06-10,3148910.2638,538083.4800000165,ratecode,City,2019
2019-06-10,465196.41,119877.4100000001,ratecode,JFK,2019
2019-06-10,45436.23,9136.700000000004,ratecode,EWR,2019
2019-06-10,16813.44,3469.969999999997,ratecode,Suburb,2019
2019-06-11,3582834.3306000005,602560.9300000075,ratecode,City,2019
2019-06-11,404151.93,102770.67000000011,ratecode,JFK,2019
2019-06-11,39570.3,7765.260000000005,ratecode,EWR,2019
2019-06-11,20062.35,4149.6799999999985,ratecode,Suburb,2019
2019-06-12,3797290.6649999986,626359.4299999942,ratecode,City,2019
2019-06-12,396539.1612,101173.7999999998,ratecode,JFK,2019
2019-06-12,50568.840000000004,9843.17,ratecode,EWR,2019
2019-06-12,16830.45,3393.429999999999,ratecode,Suburb,2019
2019-06-13,3954618.1080000075,633784.7700000033,ratecode,City,2019
2019-06-13,410223.87,105432.39000000009,ratecode,JFK,2019
2019-06-13,49213.71,9801.430000000006,ratecode,EWR,2019
2019-06-13,17250.03,3488.5799999999977,ratecode,Suburb,2019
2019-06-14,3604213.632600006,609950.6500000026,ratecode,City,2019
2019-06-14,445408.11,114650.70999999979,ratecode,JFK,2019
2019-06-14,54792.36,10621.219999999996,ratecode,EWR,2019
2019-06-14,20463.66,50173.03999999999,ratecode,Suburb,2019
2019-06-15,3030542.8649999965,548584.7499999995,ratecode,City,2019
2019-06-15,354987.36,90218.00000000023,ratecode,JFK,2019
2019-06-15,35542.71,7307.630000000002,ratecode,EWR,2019
2019-06-15,15823.710000000001,3203.249999999998,ratecode,Suburb,2019
2019-06-16,2616268.787999985,504516.6400000042,ratecode,City,2019
2019-06-16,488386.08,126625.88999999996,ratecode,JFK,2019
2019-06-16,43214.471999999994,8937.210000000008,ratecode,EWR,2019
2019-06-16,19295.64,3950.8899999999985,ratecode,Suburb,2019
2019-06-17,3156100.5419999934,550211.2799999969,ratecode,City,2019
2019-06-17,464288.202,119323.6499999997,ratecode,JFK,2019
2019-06-17,35099.82,7047.700000000004,ratecode,EWR,2019
2019-06-17,22722.84,4682.42,ratecode,Suburb,2019
2019-06-18,3625739.1071999986,572018.1899999962,ratecode,City,2019
2019-06-18,379426.32,97305.37999999977,ratecode,JFK,2019
2019-06-18,35605.71,7154.0,ratecode,EWR,2019
2019-06-18,16651.278,3401.97,ratecode,Suburb,2019
2019-06-19,3745051.8209999967,610582.8900000033,ratecode,City,2019
2019-06-19,393254.19,100423.95999999963,ratecode,JFK,2019
2019-06-19,55230.21,10822.670000000015,ratecode,EWR,2019
2019-06-19,15743.07,3243.9500000000003,ratecode,Suburb,2019
2019-06-20,3837490.902,618902.1600000024,ratecode,City,2019
2019-06-20,461326.32,118785.90999999992,ratecode,JFK,2019
2019-06-20,55610.1,10637.330000000022,ratecode,EWR,2019
2019-06-20,22293.81,4565.890000000001,ratecode,Suburb,2019
2019-06-21,3743103.2940000077,624479.7799999997,ratecode,City,2019
2019-06-21,477051.12,122274.97999999995,ratecode,JFK,2019
2019-06-21,55417.32,10443.889999999998,ratecode,EWR,2019
2019-06-21,21791.07,4404.41,ratecode,Suburb,2019
2019-06-22,3130460.738999998,557720.5300000116,ratecode,City,2019
2019-06-22,411175.17,105267.8099999998,ratecode,JFK,2019
2019-06-22,36293.04,7301.949999999997,ratecode,EWR,2019
2019-06-22,12555.27,2658.7000000000007,ratecode,Suburb,2019
2019-06-23,2826608.9921999904,540428.8700000092,ratecode,City,2019
2019-06-23,496314.0,128181.69999999984,ratecode,JFK,2019
2019-06-23,50233.68,10363.640000000003,ratecode,EWR,2019
2019-06-23,21493.647,4409.290000000001,ratecode,Suburb,2019
2019-06-24,3626791.106400008,554475.1100000042,ratecode,City,2019
2019-06-24,470969.62919999997,122027.76000000024,ratecode,JFK,2019
2019-06-24,39953.97,7904.559999999999,ratecode,EWR,2019
2019-06-24,18760.77,3763.8100000000004,ratecode,Suburb,2019
2019-06-25,3501315.745199998,584845.8799999962,ratecode,City,2019
2019-06-25,410155.2,105116.62000000016,ratecode,JFK,2019
2019-06-25,46281.06,9327.500000000002,ratecode,EWR,2019
2019-06-25,18515.7,3720.4199999999983,ratecode,Suburb,2019
2019-06-26,3765486.9419999933,612883.3100000103,ratecode,City,2019
2019-06-26,414529.29,106320.83999999978,ratecode,JFK,2019
2019-06-26,53954.46,10189.64999999999,ratecode,EWR,2019
2019-06-26,16992.99,3417.86,ratecode,Suburb,2019
2019-06-27,3892203.252000012,629875.1100000044,ratecode,City,2019
2019-06-27,436219.56,111938.77999999981,ratecode,JFK,2019
2019-06-27,58368.87,10655.200000000015,ratecode,EWR,2019
2019-06-27,17817.66,3647.0600000000027,ratecode,Suburb,2019
2019-06-28,3593246.932800006,597349.7199999951,ratecode,City,2019
2019-06-28,432369.63,110021.06999999998,ratecode,JFK,2019
2019-06-28,57965.04,10632.600000000004,ratecode,EWR,2019
2019-06-28,20051.01,3983.77,ratecode,Suburb,2019
2019-06-29,3043858.305600003,528128.9400000089,ratecode,City,2019
2019-06-29,336719.1492,86020.19999999972,ratecode,JFK,2019
2019-06-29,39324.6,8042.100000000006,ratecode,EWR,2019
2019-06-29,17709.3,3587.959999999997,ratecode,Suburb,2019
2019-06-30,2525202.9179999847,464528.8899999954,ratecode,City,2019
2019-06-30,425755.26,110109.27999999964,ratecode,JFK,2019
2019-06-30,52339.14,10777.8,ratecode,EWR,2019
2019-06-30,18755.1,3916.2999999999984,ratecode,Suburb,2019
2019-07-01,2705159.3309999867,478842.24999999895,ratecode,City,2019
2019-07-01,389319.84,99665.51000000005,ratecode,JFK,2019
2019-07-01,53361.63,10407.12,ratecode,EWR,2019
2019-07-01,16815.33,3539.970000000002,ratecode,Suburb,2019
2019-07-02,2766324.493799987,469401.48999999714,ratecode,City,2019
2019-07-02,301523.04,77183.99999999997,ratecode,JFK,2019
2019-07-02,37377.27,7432.400000000004,ratecode,EWR,2019
2019-07-02,14257.53,2890.21,ratecode,Suburb,2019
2019-07-03,2597119.5221999846,423665.51,ratecode,City,2019
2019-07-03,327144.51,84095.54000000007,ratecode,JFK,2019
2019-07-03,44478.63,7483.570000000003,ratecode,EWR,2019
2019-07-03,12010.32,2424.4000000000005,ratecode,Suburb,2019
2019-07-04,1680525.365399986,329976.2000000039,ratecode,City,2019
2019-07-04,253365.84,64544.780000000144,ratecode,JFK,2019
2019-07-04,31600.8,6740.399999999999,ratecode,EWR,2019
2019-07-04,10196.55,2104.1599999999994,ratecode,Suburb,2019
2019-07-05,1906501.4639999925,357767.52999999723,ratecode,City,2019
2019-07-05,264325.32,66207.4900000002,ratecode,JFK,2019
2019-07-05,31374.0,6563.879999999999,ratecode,EWR,2019
2019-07-05,12038.67,2490.7799999999997,ratecode,Suburb,2019
2019-07-06,2074901.2325999944,391059.27000000485,ratecode,City,2019
2019-07-06,310743.72000000003,79160.1800000003,ratecode,JFK,2019
2019-07-06,30792.51,6473.840000000006,ratecode,EWR,2019
2019-07-06,14581.98,3150.099999999999,ratecode,Suburb,2019
2019-07-07,2169847.234799993,432350.2000000041,ratecode,City,2019
2019-07-07,514595.4407999999,133297.72000000026,ratecode,JFK,2019
2019-07-07,38920.14,8069.47,ratecode,EWR,2019
2019-07-07,22516.83,4727.1600000000035,ratecode,Suburb,2019
2019-07-08,2715534.7379999887,492088.8500000013,ratecode,City,2019
2019-07-08,513252.18,132684.6099999999,ratecode,JFK,2019
2019-07-08,30374.19,6212.620000000008,ratecode,EWR,2019
2019-07-08,23770.53,4936.140000000002,ratecode,Suburb,2019
2019-07-09,3113488.349999991,533905.2599999945,ratecode,City,2019
2019-07-09,395090.01,100732.0200000001,ratecode,JFK,2019
2019-07-09,35235.9,7081.960000000006,ratecode,EWR,2019
2019-07-09,19489.68,4053.0600000000004,ratecode,Suburb,2019
2019-07-10,3357023.8841999928,564994.5800000051,ratecode,City,2019
2019-07-10,377788.32,95732.28999999976,ratecode,JFK,2019
2019-07-10,41797.35,8189.160000000003,ratecode,EWR,2019
2019-07-10,17192.7,3461.62,ratecode,Suburb,2019
2019-07-11,3542825.096999999,561309.6800000042,ratecode,City,2019
2019-07-11,369345.69,94338.63999999964,ratecode,JFK,2019
2019-07-11,43372.98,8186.500000000002,ratecode,EWR,2019
2019-07-11,16194.15,3343.7100000000005,ratecode,Suburb,2019
2019-07-12,3302438.315400007,553006.790000004,ratecode,City,2019
2019-07-12,417571.56,105989.17000000004,ratecode,JFK,2019
2019-07-12,50910.3,9158.570000000003,ratecode,EWR,2019
2019-07-12,24240.51,4832.809999999999,ratecode,Suburb,2019
2019-07-13,3134185.3242000034,568617.939999995,ratecode,City,2019
2019-07-13,348238.8,87649.28999999989,ratecode,JFK,2019
2019-07-13,35613.9,7112.229999999999,ratecode,EWR,2019
2019-07-13,16822.89,3406.4100000000003,ratecode,Suburb,2019
2019-07-14,2477718.595799991,482416.4700000061,ratecode,City,2019
2019-07-14,432009.27,109996.62999999993,ratecode,JFK,2019
2019-07-14,42376.95,8791.079999999998,ratecode,EWR,2019
2019-07-14,20342.07,4098.15,ratecode,Suburb,2019
2019-07-15,2867136.425999988,504713.070000001,ratecode,City,2019
2019-07-15,442328.67,112271.99000000012,ratecode,JFK,2019
2019-07-15,36538.11,7267.059999999992,ratecode,EWR,2019
2019-07-15,21560.49,4425.130000000001,ratecode,Suburb,2019
2019-07-16,3355160.0165999928,555147.7100000099,ratecode,City,2019
2019-07-16,370387.71,94555.29999999992,ratecode,JFK,2019
2019-07-16,35157.78,6991.310000000004,ratecode,EWR,2019
2019-07-16,21959.91,4447.910000000001,ratecode,Suburb,2019
2019-07-17,3591144.19439999,574157.3499999965,ratecode,City,2019
2019-07-17,341272.89,86576.9199999999,ratecode,JFK,2019
2019-07-17,39131.19,7715.790000000001,ratecode,EWR,2019
2019-07-17,16911.09,3456.8399999999974,ratecode,Suburb,2019
2019-07-18,3572938.5678,589045.6200000042,ratecode,City,2019
2019-07-18,448350.6888,115850.78999999975,ratecode,JFK,2019
2019-07-18,57221.01,11199.599999999988,ratecode,EWR,2019
2019-07-18,27599.670000000002,5537.509999999999,ratecode,Suburb,2019
2019-07-19,3533964.550200006,605606.0300000117,ratecode,City,2019
2019-07-19,416510.64,105738.03999999944,ratecode,JFK,2019
2019-07-19,48597.57,8908.039999999999,ratecode,EWR,2019
2019-07-19,23842.98,4762.530000000003,ratecode,Suburb,2019
2019-07-20,2645401.1597999926,488332.57000001066,ratecode,City,2019
2019-07-20,342997.2,86908.8400000002,ratecode,JFK,2019
2019-07-20,35867.79,7278.050000000005,ratecode,EWR,2019
2019-07-20,13884.57,2883.5199999999995,ratecode,Suburb,2019
2019-07-21,2401516.681199992,464390.63000000163,ratecode,City,2019
2019-07-21,405568.8756,102599.63000000025,ratecode,JFK,2019
2019-07-21,36820.98,7730.270000000004,ratecode,EWR,2019
2019-07-21,16422.777000000002,3402.840000000001,ratecode,Suburb,2019
2019-07-22,3071826.9287999882,526991.6900000094,ratecode,City,2019
2019-07-22,399475.44,101351.72999999984,ratecode,JFK,2019
2019-07-22,35225.19,7150.570000000001,ratecode,EWR,2019
2019-07-22,23029.083,4677.9400000000005,ratecode,Suburb,2019
2019-07-23,3236976.7667999943,554113.5200000191,ratecode,City,2019
2019-07-23,411344.01,106409.23000000033,ratecode,JFK,2019
2019-07-23,38734.92,7815.080000000003,ratecode,EWR,2019
2019-07-23,22220.73,4591.109999999997,ratecode,Suburb,2019
2019-07-24,3436447.303799995,577427.9099999958,ratecode,City,2019
2019-07-24,369535.95,93628.08999999988,ratecode,JFK,2019
2019-07-24,42249.06,8289.789999999994,ratecode,EWR,2019
2019-07-24,19497.933,3890.719999999999,ratecode,Suburb,2019
2019-07-25,3550318.9470000016,588756.1100000005,ratecode,City,2019
2019-07-25,389476.08,98717.17999999982,ratecode,JFK,2019
2019-07-25,48090.42,9150.889999999998,ratecode,EWR,2019
2019-07-25,19602.45,3925.5099999999993,ratecode,Suburb,2019
2019-07-26,3233673.1853999975,541361.6599999984,ratecode,City,2019
2019-07-26,386910.09,98647.22999999998,ratecode,JFK,2019
2019-07-26,48399.12,8863.940000000006,ratecode,EWR,2019
2019-07-26,20758.815,4178.1100000000015,ratecode,Suburb,2019
2019-07-27,2708250.766199992,494121.05999999575,ratecode,City,2019
2019-07-27,325815.84,81847.39000000007,ratecode,JFK,2019
2019-07-27,37063.53,7462.840000000001,ratecode,EWR,2019
2019-07-27,14662.62,2983.7999999999984,ratecode,Suburb,2019
2019-07-28,2485479.9437999865,476911.00000000006,ratecode,City,2019
2019-07-28,411546.87,105888.74999999993,ratecode,JFK,2019
2019-07-28,39856.32,8186.650000000005,ratecode,EWR,2019
2019-07-28,18012.33,3744.17,ratecode,Suburb,2019
2019-07-29,2778670.0745999846,491727.3699999993,ratecode,City,2019
2019-07-29,403839.45,102357.63999999978,ratecode,JFK,2019
2019-07-29,32361.84,6486.219999999999,ratecode,EWR,2019
2019-07-29,21874.86,4426.6500000000015,ratecode,Suburb,2019
2019-07-30,3204366.593399995,530175.7999999966,ratecode,City,2019
2019-07-30,341555.76,86950.26000000017,ratecode,JFK,2019
2019-07-30,33476.31,6706.470000000001,ratecode,EWR,2019
2019-07-30,17450.118,3433.400000000002,ratecode,Suburb,2019
2019-07-31,3322897.9055999974,540882.2799999962,ratecode,City,2019
2019-07-31,336139.02,84833.46999999999,ratecode,JFK,2019
2019-07-31,42456.33,8048.179999999997,ratecode,EWR,2019
2019-07-31,20853.0504,4288.509999999998,ratecode,Suburb,2019
2019-08-01,3496086.581400002,590508.0799999996,ratecode,City,2019
2019-08-01,435151.71,112232.39999999941,ratecode,JFK,2019
2019-08-01,54050.22,10345.509999999993,ratecode,EWR,2019
2019-08-01,22273.65,4557.219999999995,ratecode,Suburb,2019
2019-08-02,3112306.3565999884,534390.1599999985,ratecode,City,2019
2019-08-02,388602.27,98273.60000000015,ratecode,JFK,2019
2019-08-02,46671.03,8891.870000000014,ratecode,EWR,2019
2019-08-02,19841.85,4061.0799999999995,ratecode,Suburb,2019
2019-08-03,2682139.2821999905,481899.6500000069,ratecode,City,2019
2019-08-03,320511.24,81307.90999999992,ratecode,JFK,2019
2019-08-03,39608.1,7995.930000000004,ratecode,EWR,2019
2019-08-03,18608.94,3772.2500000000005,ratecode,Suburb,2019
2019-08-04,2412228.3443999863,464673.770000005,ratecode,City,2019
2019-08-04,405787.4352,103576.77000000009,ratecode,JFK,2019
2019-08-04,39654.090000000004,8268.909999999996,ratecode,EWR,2019
2019-08-04,17602.83,3656.8699999999985,ratecode,Suburb,2019
2019-08-05,2693963.185199983,479847.7300000002,ratecode,City,2019
2019-08-05,403220.79,103034.21000000038,ratecode,JFK,2019
2019-08-05,39193.56,7716.500000000002,ratecode,EWR,2019
2019-08-05,19544.49,3951.2700000000004,ratecode,Suburb,2019
2019-08-06,3082528.8899999894,525000.6600000069,ratecode,City,2019
2019-08-06,323144.01,82236.46000000034,ratecode,JFK,2019
2019-08-06,35886.69,7226.859999999999,ratecode,EWR,2019
2019-08-06,15872.85,3225.9300000000003,ratecode,Suburb,2019
2019-08-07,3203576.069399995,518237.5099999898,ratecode,City,2019
2019-08-07,320167.26,81115.68000000008,ratecode,JFK,2019
2019-08-07,42588.0,8298.69,ratecode,EWR,2019
2019-08-07,21441.420000000002,4408.160000000001,ratecode,Suburb,2019
2019-08-08,3400406.7048,570068.5600000132,ratecode,City,2019
2019-08-08,431907.84,110702.0000000002,ratecode,JFK,2019
2019-08-08,53977.77,10154.609999999993,ratecode,EWR,2019
2019-08-08,24326.19,4907.619999999995,ratecode,Suburb,2019
2019-08-09,3092879.588399993,533393.6700000108,ratecode,City,2019
2019-08-09,421981.56,107559.45999999992,ratecode,JFK,2019
2019-08-09,55722.24,10348.509999999997,ratecode,EWR,2019
2019-08-09,20817.09,4176.439999999997,ratecode,Suburb,2019
2019-08-10,2562893.915399986,472901.7300000021,ratecode,City,2019
2019-08-10,351672.3,89117.72000000009,ratecode,JFK,2019
2019-08-10,39242.7,7818.7999999999965,ratecode,EWR,2019
2019-08-10,16587.9,3346.7100000000005,ratecode,Suburb,2019
2019-08-11,2282027.731199977,445774.81999999133,ratecode,City,2019
2019-08-11,417851.28,107485.35000000008,ratecode,JFK,2019
2019-08-11,43135.47,8929.810000000003,ratecode,EWR,2019
2019-08-11,17909.01,3690.470000000001,ratecode,Suburb,2019
2019-08-12,2627037.718199974,478301.7800000005,ratecode,City,2019
2019-08-12,397581.66,100991.57999999987,ratecode,JFK,2019
2019-08-12,35901.18,7149.979999999997,ratecode,EWR,2019
2019-08-12,20088.18,4190.399999999997,ratecode,Suburb,2019
2019-08-13,2881880.7443999858,499150.36000000086,ratecode,City,2019
2019-08-13,343783.44,86318.8799999998,ratecode,JFK,2019
2019-08-13,40952.52,8480.57,ratecode,EWR,2019
2019-08-13,17479.287,3615.9500000000007,ratecode,Suburb,2019
2019-08-14,3548260.1574000022,514699.7299999965,ratecode,City,2019
2019-08-14,357938.91,91377.73999999987,ratecode,JFK,2019
2019-08-14,40650.12,8117.169999999996,ratecode,EWR,2019
2019-08-14,16594.83,3408.0800000000017,ratecode,Suburb,2019
2019-08-15,3128479.1117999884,536908.0500000103,ratecode,City,2019
2019-08-15,374394.51,95586.83,ratecode,JFK,2019
2019-08-15,44402.4,8749.600000000002,ratecode,EWR,2019
2019-08-15,18833.85,3954.2800000000007,ratecode,Suburb,2019
2019-08-16,2905859.2499999907,505723.499999993,ratecode,City,2019
2019-08-16,352659.51,89671.73000000027,ratecode,JFK,2019
2019-08-16,47045.25,8964.830000000005,ratecode,EWR,2019
2019-08-16,19321.47,3920.1299999999956,ratecode,Suburb,2019
2019-08-17,2631862.3463999885,480210.43999999156,ratecode,City,2019
2019-08-17,303777.18,77335.6299999997,ratecode,JFK,2019
2019-08-17,34600.23,7209.239999999993,ratecode,EWR,2019
2019-08-17,16723.35,3382.4100000000008,ratecode,Suburb,2019
2019-08-18,2371760.1683999915,452317.50999999885,ratecode,City,2019
2019-08-18,368332.6878,93242.41999999991,ratecode,JFK,2019
2019-08-18,38118.78,7801.050000000002,ratecode,EWR,2019
2019-08-18,17511.858,3617.949999999999,ratecode,Suburb,2019
2019-08-19,2624815.6703999764,473998.1800000094,ratecode,City,2019
2019-08-19,421359.12,106265.08999999981,ratecode,JFK,2019
2019-08-19,37331.91,7495.320000000004,ratecode,EWR,2019
2019-08-19,22277.43,4599.0599999999995,ratecode,Suburb,2019
2019-08-20,2844198.0377999838,496377.4100000022,ratecode,City,2019
2019-08-20,344332.17,88013.88999999985,ratecode,JFK,2019
2019-08-20,34604.01,6836.730000000007,ratecode,EWR,2019
2019-08-20,19214.37,3955.4500000000003,ratecode,Suburb,2019
2019-08-21,2992524.1667999895,516385.72000000335,ratecode,City,2019
2019-08-21,337208.13,85063.20000000024,ratecode,JFK,2019
2019-08-21,37254.42,7483.870000000002,ratecode,EWR,2019
2019-08-21,17595.9,3666.5699999999993,ratecode,Suburb,2019
2019-08-22,3161855.843999997,538088.4700000018,ratecode,City,2019
2019-08-22,373005.36,95051.28999999996,ratecode,JFK,2019
2019-08-22,45387.72,8769.470000000005,ratecode,EWR,2019
2019-08-22,22567.797000000002,4517.249999999998,ratecode,Suburb,2019
2019-08-23,2847170.8691999875,503804.5700000148,ratecode,City,2019
2019-08-23,386869.14,98781.1299999995,ratecode,JFK,2019
2019-08-23,42135.66,8054.710000000006,ratecode,EWR,2019
2019-08-23,28305.9,5796.690000000006,ratecode,Suburb,2019
2019-08-24,2560562.486999988,475196.9300000013,ratecode,City,2019
2019-08-24,310112.46,79480.2799999998,ratecode,JFK,2019
2019-08-24,30903.39,6180.300000000003,ratecode,EWR,2019
2019-08-24,16225.65,3443.8599999999988,ratecode,Suburb,2019
2019-08-25,2349750.7403999893,457331.00999999704,ratecode,City,2019
2019-08-25,390133.8,99499.81999999989,ratecode,JFK,2019
2019-08-25,39698.82,8177.659999999998,ratecode,EWR,2019
2019-08-25,17832.78,3794.6499999999983,ratecode,Suburb,2019
2019-08-26,2421943.9901999775,445177.6600000005,ratecode,City,2019
2019-08-26,395565.66,101066.20999999986,ratecode,JFK,2019
2019-08-26,35393.4,7116.749999999997,ratecode,EWR,2019
2019-08-26,20618.01,4352.699999999997,ratecode,Suburb,2019
2019-08-27,2670400.051199977,477055.2599999954,ratecode,City,2019
2019-08-27,351187.2,89976.89999999995,ratecode,JFK,2019
2019-08-27,32646.6,6543.890000000005,ratecode,EWR,2019
2019-08-27,18810.54,3792.3399999999997,ratecode,Suburb,2019
2019-08-28,2881344.6395999887,501846.33000000025,ratecode,City,2019
2019-08-28,348449.22000000003,88882.96999999972,ratecode,JFK,2019
2019-08-28,35903.7,7234.900000000009,ratecode,EWR,2019
2019-08-28,18603.396,3912.5300000000016,ratecode,Suburb,2019
2019-08-29,2846257.910999988,504670.95000000455,ratecode,City,2019
2019-08-29,389002.95,99892.94000000012,ratecode,JFK,2019
2019-08-29,47284.65,9225.330000000004,ratecode,EWR,2019
2019-08-29,22673.7,4628.459999999998,ratecode,Suburb,2019
2019-08-30,2688125.8949999837,489068.9000000007,ratecode,City,2019
2019-08-30,395231.13,100425.15999999992,ratecode,JFK,2019
2019-08-30,42943.32,8305.400000000005,ratecode,EWR,2019
2019-08-30,20642.327999999998,4212.380000000003,ratecode,Suburb,2019
2019-08-31,2261793.000599989,432594.1600000005,ratecode,City,2019
2019-08-31,312936.12,78926.6999999999,ratecode,JFK,2019
2019-08-31,31789.170000000002,6546.409999999996,ratecode,EWR,2019
2019-08-31,15123.78,3198.000000000002,ratecode,Suburb,2019
2019-09-01,2137036.141799989,412339.83000000304,ratecode,City,2019
2019-09-01,327562.83,83696.29999999984,ratecode,JFK,2019
2019-09-01,31735.62,6589.89,ratecode,EWR,2019
2019-09-01,17112.69,3736.609999999999,ratecode,Suburb,2019
2019-09-02,1847645.780399993,376563.02999999496,ratecode,City,2019
2019-09-02,431523.54,110111.77000000005,ratecode,JFK,2019
2019-09-02,50105.16,10533.070000000018,ratecode,EWR,2019
2019-09-02,18973.71,3870.6599999999985,ratecode,Suburb,2019
2019-09-03,2838872.282399978,498347.5000000146,ratecode,City,2019
2019-09-03,461916.0,118159.80999999937,ratecode,JFK,2019
2019-09-03,33324.48,6714.320000000006,ratecode,EWR,2019
2019-09-03,19447.47,3928.6700000000005,ratecode,Suburb,2019
2019-09-04,3226940.4383999975,539115.6600000042,ratecode,City,2019
2019-09-04,355848.57,89954.79999999996,ratecode,JFK,2019
2019-09-04,33441.03,6699.970000000005,ratecode,EWR,2019
2019-09-04,17636.85,3647.28,ratecode,Suburb,2019
2019-09-05,3506119.0037999963,582164.2100000146,ratecode,City,2019
2019-09-05,361015.2,91804.48999999992,ratecode,JFK,2019
2019-09-05,45754.38,9094.470000000014,ratecode,EWR,2019
2019-09-05,30818.692799999997,3374.3700000000003,ratecode,Suburb,2019
2019-09-06,3525740.0640000086,560351.5500000084,ratecode,City,2019
2019-09-06,390243.42,100145.61000000012,ratecode,JFK,2019
2019-09-06,48381.48,9292.719999999996,ratecode,EWR,2019
2019-09-06,16233.210000000001,3298.77,ratecode,Suburb,2019
2019-09-07,3034162.2024000026,519141.5899999982,ratecode,City,2019
2019-09-07,344927.52,87091.02999999998,ratecode,JFK,2019
2019-09-07,30988.44,6274.500000000007,ratecode,EWR,2019
2019-09-07,12070.17,2565.81,ratecode,Suburb,2019
2019-09-08,2734822.3391999886,507383.3400000099,ratecode,City,2019
2019-09-08,463845.06,118580.11000000042,ratecode,JFK,2019
2019-09-08,49987.35,10119.770000000006,ratecode,EWR,2019
2019-09-08,14756.49,3187.160000000001,ratecode,Suburb,2019
2019-09-09,3023376.690599983,520540.4999999956,ratecode,City,2019
2019-09-09,437876.46,110351.0699999999,ratecode,JFK,2019
2019-09-09,42103.53,8497.029999999999,ratecode,EWR,2019
2019-09-09,18144.63,3746.459999999999,ratecode,Suburb,2019
2019-09-10,3432632.805000007,557966.1099999946,ratecode,City,2019
2019-09-10,381164.49,97654.06000000006,ratecode,JFK,2019
2019-09-10,42779.52,8613.630000000001,ratecode,EWR,2019
2019-09-10,13410.18,2776.9300000000007,ratecode,Suburb,2019
2019-09-11,3483056.530800005,568180.5500000119,ratecode,City,2019
2019-09-11,370148.94,93623.3999999998,ratecode,JFK,2019
2019-09-11,44163.0,8845.930000000015,ratecode,EWR,2019
2019-09-11,17416.35,3503.72,ratecode,Suburb,2019
2019-09-12,3887121.7728000144,614879.4499999909,ratecode,City,2019
2019-09-12,427323.33,108747.13000000005,ratecode,JFK,2019
2019-09-12,50919.12,9994.199999999999,ratecode,EWR,2019
2019-09-12,17330.670000000002,3437.9800000000023,ratecode,Suburb,2019
2019-09-13,3629358.8352000047,595393.0800000016,ratecode,City,2019
2019-09-13,437477.04,111792.02999999974,ratecode,JFK,2019
2019-09-13,60362.82,11455.390000000014,ratecode,EWR,2019
2019-09-13,19245.87,3966.2200000000016,ratecode,Suburb,2019
2019-09-14,3258591.1848000064,558911.8900000005,ratecode,City,2019
2019-09-14,360070.2,90430.56000000011,ratecode,JFK,2019
2019-09-14,33603.57,6800.939999999996,ratecode,EWR,2019
2019-09-14,15496.74,3153.0600000000004,ratecode,Suburb,2019
2019-09-15,2927280.106799997,537518.2399999978,ratecode,City,2019
2019-09-15,465859.8,118448.92000000001,ratecode,JFK,2019
2019-09-15,47587.05,9590.799999999994,ratecode,EWR,2019
2019-09-15,18693.99,3839.89,ratecode,Suburb,2019
2019-09-16,3135824.546399987,533148.6499999966,ratecode,City,2019
2019-09-16,460343.52,118776.63999999977,ratecode,JFK,2019
2019-09-16,42875.91,8207.26,ratecode,EWR,2019
2019-09-16,20594.7,4243.0599999999995,ratecode,Suburb,2019
2019-09-17,3392717.9831999987,562543.5999999868,ratecode,City,2019
2019-09-17,383756.94,97427.32999999986,ratecode,JFK,2019
2019-09-17,43793.82,8682.990000000003,ratecode,EWR,2019
2019-09-17,19229.49,3779.319999999999,ratecode,Suburb,2019
2019-09-18,3561103.274400002,587316.6000000046,ratecode,City,2019
2019-09-18,408542.4,104103.26999999958,ratecode,JFK,2019
2019-09-18,52773.840000000004,10324.729999999994,ratecode,EWR,2019
2019-09-18,16678.62,3512.4500000000025,ratecode,Suburb,2019
2019-09-19,3745197.3888000003,617011.4000000019,ratecode,City,2019
2019-09-19,437477.04,111793.26999999987,ratecode,JFK,2019
2019-09-19,62203.05,12308.279999999999,ratecode,EWR,2019
2019-09-19,18959.22,3987.2800000000016,ratecode,Suburb,2019
